ID операции;Дата;ID магазина;Артикул;Количество упаковок, шт.;Тип операции;Цена руб./шт.
1202;03.06.2021;M6;17;98;Продажа;95
1203;03.06.2021;M6;19;180;Поступление;90
1204;03.06.2021;M6;19;54;Продажа;90
1205;03.06.2021;M6;20;180;Поступление;80
1206;03.06.2021;M6;20;49;Продажа;80
1207;03.06.2021;M6;21;180;Поступление;105
1208;03.06.2021;M6;21;84;Продажа;105
1209;03.06.2021;M6;22;180;Поступление;115
1210;03.06.2021;M6;22;97;Продажа;115
1211;03.06.2021;M6;23;170;Поступление;120
1212;03.06.2021;M6;23;40;Продажа;120
1213;03.06.2021;M6;35;180;Поступление;55
1214;03.06.2021;M6;35;27;Продажа;55
1215;03.06.2021;M6;37;180;Поступление;50
1216;03.06.2021;M6;37;89;Продажа;50
1217;03.06.2021;M6;38;170;Поступление;70
1218;03.06.2021;M6;38;104;Продажа;70
1219;03.06.2021;M6;39;180;Поступление;95
1220;03.06.2021;M6;39;136;Продажа;95
1221;03.06.2021;M6;40;180;Поступление;15
1222;03.06.2021;M6;40;21;Продажа;15
1223;03.06.2021;M6;41;180;Поступление;35
1224;03.06.2021;M6;41;35;Продажа;35
1225;03.06.2021;M6;42;180;Поступление;90
1226;03.06.2021;M6;42;14;Продажа;90
1227;03.06.2021;M6;43;170;Поступление;40
1228;03.06.2021;M6;43;8;Продажа;40
1229;03.06.2021;M7;17;180;Поступление;95
1230;03.06.2021;M7;17;90;Продажа;95
1231;03.06.2021;M7;19;180;Поступление;90
1232;03.06.2021;M7;19;58;Продажа;90
1233;03.06.2021;M7;20;170;Поступление;80
1234;03.06.2021;M7;20;60;Продажа;80
1235;03.06.2021;M7;21;180;Поступление;105
1236;03.06.2021;M7;21;95;Продажа;105
1237;03.06.2021;M7;22;180;Поступление;115
1238;03.06.2021;M7;22;81;Продажа;115
1239;03.06.2021;M7;23;180;Поступление;120
1240;03.06.2021;M7;23;35;Продажа;120
1241;03.06.2021;M7;35;180;Поступление;55
1242;03.06.2021;M7;35;57;Продажа;55
1243;03.06.2021;M7;37;170;Поступление;50
1244;03.06.2021;M7;37;135;Продажа;50
1245;03.06.2021;M7;38;180;Поступление;70
1246;03.06.2021;M7;38;114;Продажа;70
1247;03.06.2021;M7;39;180;Поступление;95
1248;03.06.2021;M7;39;153;Продажа;95
1249;03.06.2021;M7;40;170;Поступление;15
1250;03.06.2021;M7;40;37;Продажа;15
1251;03.06.2021;M7;41;180;Поступление;35
1252;03.06.2021;M7;41;14;Продажа;35
1253;03.06.2021;M7;42;180;Поступление;90
1254;03.06.2021;M7;42;17;Продажа;90
1255;03.06.2021;M7;43;180;Поступление;40
1256;03.06.2021;M7;43;21;Продажа;40
1257;03.06.2021;M8;17;180;Поступление;95
1258;03.06.2021;M8;17;87;Продажа;95
1259;03.06.2021;M8;19;170;Поступление;90
1260;03.06.2021;M8;19;47;Продажа;90
1261;03.06.2021;M8;20;180;Поступление;80
1262;03.06.2021;M8;20;54;Продажа;80
1263;03.06.2021;M8;21;180;Поступление;105
1264;03.06.2021;M8;21;82;Продажа;105
1265;03.06.2021;M8;22;170;Поступление;115
1266;03.06.2021;M8;22;75;Продажа;115
1267;03.06.2021;M8;23;180;Поступление;120
1268;03.06.2021;M8;23;23;Продажа;120
1269;03.06.2021;M8;35;180;Поступление;55
1270;03.06.2021;M8;35;58;Продажа;55
1271;03.06.2021;M8;37;180;Поступление;50
1272;03.06.2021;M8;37;135;Продажа;50
1273;03.06.2021;M8;38;180;Поступление;70
1274;03.06.2021;M8;38;112;Продажа;70
1275;03.06.2021;M8;39;170;Поступление;95
1276;03.06.2021;M8;39;146;Продажа;95
1277;03.06.2021;M8;40;180;Поступление;15
1278;03.06.2021;M8;40;45;Продажа;15
1279;03.06.2021;M8;41;180;Поступление;35
1280;03.06.2021;M8;41;21;Продажа;35
1281;03.06.2021;M8;42;170;Поступление;90
1282;03.06.2021;M8;42;18;Продажа;90
1283;03.06.2021;M8;43;180;Поступление;40
1284;03.06.2021;M8;43;14;Продажа;40
1285;03.06.2021;M9;17;180;Поступление;95
1286;03.06.2021;M9;17;78;Продажа;95
1287;03.06.2021;M9;19;180;Поступление;90
1288;03.06.2021;M9;19;58;Продажа;90
1289;03.06.2021;M9;20;180;Поступление;80
1290;03.06.2021;M9;20;57;Продажа;80
1291;03.06.2021;M9;21;170;Поступление;105
1292;03.06.2021;M9;21;72;Продажа;105
1293;03.06.2021;M9;22;180;Поступление;115
1294;03.06.2021;M9;22;68;Продажа;115
1295;03.06.2021;M9;23;180;Поступление;120
1296;03.06.2021;M9;23;14;Продажа;120
1297;03.06.2021;M9;35;170;Поступление;55
1298;03.06.2021;M9;35;54;Продажа;55
1299;03.06.2021;M9;37;180;Поступление;50
1300;03.06.2021;M9;37;130;Продажа;50
1301;03.06.2021;M9;38;180;Поступление;70
1302;03.06.2021;M9;38;85;Продажа;70
1303;03.06.2021;M9;39;180;Поступление;95
1304;03.06.2021;M9;39;147;Продажа;95
1305;03.06.2021;M9;40;180;Поступление;15
1306;03.06.2021;M9;40;47;Продажа;15
1307;03.06.2021;M9;41;170;Поступление;35
1308;03.06.2021;M9;41;22;Продажа;35
1309;03.06.2021;M9;42;180;Поступление;90
1310;03.06.2021;M9;42;14;Продажа;90
1311;03.06.2021;M9;43;180;Поступление;40
1312;03.06.2021;M9;43;12;Продажа;40
1313;04.06.2021;M1;15;170;Поступление;70
1314;04.06.2021;M1;15;180;Продажа;70
1315;04.06.2021;M10;15;180;Поступление;70
1316;04.06.2021;M10;15;180;Продажа;70
1317;04.06.2021;M11;15;180;Поступление;70
1318;04.06.2021;M11;15;108;Продажа;70
1319;04.06.2021;M12;15;180;Поступление;70
1320;04.06.2021;M12;15;144;Продажа;70
1321;04.06.2021;M13;15;180;Поступление;70
1322;04.06.2021;M13;15;144;Продажа;70
1323;04.06.2021;M14;15;170;Поступление;70
1324;04.06.2021;M14;15;76;Продажа;70
1325;04.06.2021;M15;15;180;Поступление;70
1326;04.06.2021;M15;15;180;Продажа;70
1327;04.06.2021;M16;15;180;Поступление;70
1328;04.06.2021;M16;15;144;Продажа;70
1329;04.06.2021;M2;15;170;Поступление;70
1330;04.06.2021;M2;15;132;Продажа;70
1331;04.06.2021;M3;15;180;Поступление;70
1332;04.06.2021;M3;15;108;Продажа;70
1333;04.06.2021;M4;15;180;Поступление;70
1334;04.06.2021;M4;15;144;Продажа;70
1335;04.06.2021;M5;15;180;Поступление;70
1336;04.06.2021;M5;15;180;Продажа;70
1337;04.06.2021;M6;15;180;Поступление;70
1338;04.06.2021;M6;15;160;Продажа;70
1339;04.06.2021;M7;15;170;Поступление;70
1340;04.06.2021;M7;15;144;Продажа;70
1341;04.06.2021;M8;15;180;Поступление;70
1342;04.06.2021;M8;15;120;Продажа;70
1343;04.06.2021;M9;15;180;Поступление;70
1344;04.06.2021;M9;15;90;Продажа;70
1345;07.06.2021;M1;2;170;Поступление;75
1346;07.06.2021;M1;2;95;Продажа;75
1347;07.06.2021;M1;11;180;Поступление;190
1348;07.06.2021;M1;11;89;Продажа;190
1349;07.06.2021;M1;12;180;Поступление;85
1350;07.06.2021;M1;12;104;Продажа;85
1351;07.06.2021;M1;31;180;Поступление;240
1352;07.06.2021;M1;31;20;Продажа;240
1353;07.06.2021;M1;32;180;Поступление;350
1354;07.06.2021;M1;32;24;Продажа;350
1355;07.06.2021;M1;36;170;Поступление;120
1356;07.06.2021;M1;36;31;Продажа;120
1357;07.06.2021;M1;49;180;Поступление;200
1358;07.06.2021;M1;49;49;Продажа;200
1359;07.06.2021;M1;50;180;Поступление;195
1360;07.06.2021;M1;50;47;Продажа;195
1361;07.06.2021;M1;51;170;Поступление;350
1362;07.06.2021;M1;51;48;Продажа;350
1363;07.06.2021;M1;52;180;Поступление;180
1364;07.06.2021;M1;52;58;Продажа;180
1365;07.06.2021;M1;53;180;Поступление;190
1366;07.06.2021;M1;53;57;Продажа;190
1367;07.06.2021;M1;54;180;Поступление;230
1368;07.06.2021;M1;54;29;Продажа;230
1369;07.06.2021;M1;55;180;Поступление;160
1370;07.06.2021;M1;55;66;Продажа;160
1371;07.06.2021;M1;56;170;Поступление;180
1372;07.06.2021;M1;56;35;Продажа;180
1373;07.06.2021;M1;57;180;Поступление;400
1374;07.06.2021;M1;57;26;Продажа;400
1375;07.06.2021;M1;58;180;Поступление;470
1376;07.06.2021;M1;58;37;Продажа;470
1377;07.06.2021;M1;59;170;Поступление;500
1378;07.06.2021;M1;59;39;Продажа;500
1379;07.06.2021;M1;60;180;Поступление;400
1380;07.06.2021;M1;60;38;Продажа;400
1381;07.06.2021;M1;61;180;Поступление;220
1382;07.06.2021;M1;61;27;Продажа;220
1383;07.06.2021;M1;62;180;Поступление;170
1384;07.06.2021;M1;62;19;Продажа;170
1385;07.06.2021;M1;63;180;Поступление;150
1386;07.06.2021;M1;63;26;Продажа;150
1387;07.06.2021;M1;64;170;Поступление;350
1388;07.06.2021;M1;64;18;Продажа;350
1389;07.06.2021;M10;2;180;Поступление;75
1390;07.06.2021;M10;2;102;Продажа;75
1391;07.06.2021;M10;11;180;Поступление;190
1392;07.06.2021;M10;11;93;Продажа;190
1393;07.06.2021;M10;12;170;Поступление;85
1394;07.06.2021;M10;12;110;Продажа;85
1395;07.06.2021;M10;31;180;Поступление;240
1396;07.06.2021;M10;31;18;Продажа;240
1397;07.06.2021;M10;32;180;Поступление;350
1398;07.06.2021;M10;32;34;Продажа;350
1399;07.06.2021;M10;36;180;Поступление;120
1400;07.06.2021;M10;36;32;Продажа;120
1401;07.06.2021;M10;49;180;Поступление;200
1402;07.06.2021;M10;49;57;Продажа;200
1403;07.06.2021;M10;50;170;Поступление;195
1404;07.06.2021;M10;50;55;Продажа;195
1405;07.06.2021;M10;51;180;Поступление;350
1406;07.06.2021;M10;51;53;Продажа;350
1407;07.06.2021;M10;52;180;Поступление;180
1408;07.06.2021;M10;52;64;Продажа;180
1409;07.06.2021;M10;53;170;Поступление;190
1410;07.06.2021;M10;53;62;Продажа;190
1411;07.06.2021;M10;54;180;Поступление;230
1412;07.06.2021;M10;54;37;Продажа;230
1413;07.06.2021;M10;55;180;Поступление;160
1414;07.06.2021;M10;55;74;Продажа;160
1415;07.06.2021;M10;56;180;Поступление;180
1416;07.06.2021;M10;56;42;Продажа;180
1417;07.06.2021;M10;57;180;Поступление;400
1418;07.06.2021;M10;57;33;Продажа;400
1419;07.06.2021;M10;58;170;Поступление;470
1420;07.06.2021;M10;58;44;Продажа;470
1421;07.06.2021;M10;59;180;Поступление;500
1422;07.06.2021;M10;59;49;Продажа;500
1423;07.06.2021;M10;60;180;Поступление;400
1424;07.06.2021;M10;60;41;Продажа;400
1425;07.06.2021;M10;61;170;Поступление;220
1426;07.06.2021;M10;61;37;Продажа;220
1427;07.06.2021;M10;62;180;Поступление;170
1428;07.06.2021;M10;62;25;Продажа;170
1429;07.06.2021;M10;63;180;Поступление;150
1430;07.06.2021;M10;63;34;Продажа;150
1431;07.06.2021;M10;64;180;Поступление;350
1432;07.06.2021;M10;64;21;Продажа;350
1433;07.06.2021;M11;2;180;Поступление;75
1434;07.06.2021;M11;2;21;Продажа;75
1435;07.06.2021;M11;11;170;Поступление;190
1436;07.06.2021;M11;11;18;Продажа;190
1437;07.06.2021;M11;12;180;Поступление;85
1438;07.06.2021;M11;12;23;Продажа;85
1439;07.06.2021;M11;31;180;Поступление;240
1440;07.06.2021;M11;31;4;Продажа;240
1441;07.06.2021;M11;32;170;Поступление;350
1442;07.06.2021;M11;32;2;Продажа;350
1443;07.06.2021;M11;36;180;Поступление;120
1444;07.06.2021;M11;36;8;Продажа;120
1445;07.06.2021;M11;49;180;Поступление;200
1446;07.06.2021;M11;49;42;Продажа;200
1447;07.06.2021;M11;50;180;Поступление;195
1448;07.06.2021;M11;50;41;Продажа;195
1449;07.06.2021;M11;51;180;Поступление;350
1450;07.06.2021;M11;51;32;Продажа;350
1451;07.06.2021;M11;52;170;Поступление;180
1452;07.06.2021;M11;52;63;Продажа;180
1453;07.06.2021;M11;53;180;Поступление;190
1454;07.06.2021;M11;53;62;Продажа;190
1455;07.06.2021;M11;54;180;Поступление;230
1456;07.06.2021;M11;54;31;Продажа;230
1457;07.06.2021;M11;55;170;Поступление;160
1458;07.06.2021;M11;55;74;Продажа;160
1459;07.06.2021;M11;56;180;Поступление;180
1460;07.06.2021;M11;56;45;Продажа;180
1461;07.06.2021;M11;57;180;Поступление;400
1462;07.06.2021;M11;57;31;Продажа;400
1463;07.06.2021;M11;58;180;Поступление;470
1464;07.06.2021;M11;58;26;Продажа;470
1465;07.06.2021;M11;59;180;Поступление;500
1466;07.06.2021;M11;59;21;Продажа;500
1467;07.06.2021;M11;60;170;Поступление;400
1468;07.06.2021;M11;60;20;Продажа;400
1469;07.06.2021;M11;61;180;Поступление;220
1470;07.06.2021;M11;61;33;Продажа;220
1471;07.06.2021;M11;62;180;Поступление;170
1472;07.06.2021;M11;62;25;Продажа;170
1473;07.06.2021;M11;63;170;Поступление;150
1474;07.06.2021;M11;63;33;Продажа;150
1475;07.06.2021;M11;64;180;Поступление;350
1476;07.06.2021;M11;64;11;Продажа;350
1477;07.06.2021;M12;2;180;Поступление;75
1478;07.06.2021;M12;2;50;Продажа;75
1479;07.06.2021;M12;11;180;Поступление;190
1480;07.06.2021;M12;11;48;Продажа;190
1481;07.06.2021;M12;12;180;Поступление;85
1482;07.06.2021;M12;12;58;Продажа;85
1483;07.06.2021;M12;31;170;Поступление;240
1484;07.06.2021;M12;31;8;Продажа;240
1485;07.06.2021;M12;32;180;Поступление;350
1486;07.06.2021;M12;32;9;Продажа;350
1487;07.06.2021;M12;36;180;Поступление;120
1488;07.06.2021;M12;36;14;Продажа;120
1489;07.06.2021;M12;49;170;Поступление;200
1490;07.06.2021;M12;49;48;Продажа;200
1491;07.06.2021;M12;50;180;Поступление;195
1492;07.06.2021;M12;50;47;Продажа;195
1493;07.06.2021;M12;51;180;Поступление;350
1494;07.06.2021;M12;51;39;Продажа;350
1495;07.06.2021;M12;52;180;Поступление;180
1496;07.06.2021;M12;52;57;Продажа;180
1497;07.06.2021;M12;53;180;Поступление;190
1498;07.06.2021;M12;53;55;Продажа;190
1499;07.06.2021;M12;54;170;Поступление;230
1500;07.06.2021;M12;54;28;Продажа;230
1501;07.06.2021;M12;55;180;Поступление;160
1502;07.06.2021;M12;55;64;Продажа;160
1503;07.06.2021;M12;56;180;Поступление;180
1504;07.06.2021;M12;56;37;Продажа;180
1505;07.06.2021;M12;57;170;Поступление;400
1506;07.06.2021;M12;57;18;Продажа;400
1507;07.06.2021;M12;58;180;Поступление;470
1508;07.06.2021;M12;58;29;Продажа;470
1509;07.06.2021;M12;59;180;Поступление;500
1510;07.06.2021;M12;59;27;Продажа;500
1511;07.06.2021;M12;60;180;Поступление;400
1512;07.06.2021;M12;60;35;Продажа;400
1513;07.06.2021;M12;61;180;Поступление;220
1514;07.06.2021;M12;61;29;Продажа;220
1515;07.06.2021;M12;62;170;Поступление;170
1516;07.06.2021;M12;62;18;Продажа;170
1517;07.06.2021;M12;63;180;Поступление;150
1518;07.06.2021;M12;63;23;Продажа;150
1519;07.06.2021;M12;64;180;Поступление;350
1520;07.06.2021;M12;64;25;Продажа;350
1521;07.06.2021;M13;2;170;Поступление;75
1522;07.06.2021;M13;2;47;Продажа;75
1523;07.06.2021;M13;11;180;Поступление;190
1524;07.06.2021;M13;11;54;Продажа;190
1525;07.06.2021;M13;12;180;Поступление;85
1526;07.06.2021;M13;12;72;Продажа;85
1527;07.06.2021;M13;31;180;Поступление;240
1528;07.06.2021;M13;31;8;Продажа;240
1529;07.06.2021;M13;32;180;Поступление;350
1530;07.06.2021;M13;32;6;Продажа;350
1531;07.06.2021;M13;36;170;Поступление;120
1532;07.06.2021;M13;36;19;Продажа;120
1533;07.06.2021;M13;49;180;Поступление;200
1534;07.06.2021;M13;49;55;Продажа;200
1535;07.06.2021;M13;50;180;Поступление;195
1536;07.06.2021;M13;50;52;Продажа;195
1537;07.06.2021;M13;51;170;Поступление;350
1538;07.06.2021;M13;51;43;Продажа;350
1539;07.06.2021;M13;52;180;Поступление;180
1540;07.06.2021;M13;52;61;Продажа;180
1541;07.06.2021;M13;53;180;Поступление;190
1542;07.06.2021;M13;53;67;Продажа;190
1543;07.06.2021;M13;54;180;Поступление;230
1544;07.06.2021;M13;54;34;Продажа;230
1545;07.06.2021;M13;55;180;Поступление;160
1546;07.06.2021;M13;55;72;Продажа;160
1547;07.06.2021;M13;56;170;Поступление;180
1548;07.06.2021;M13;56;48;Продажа;180
1549;07.06.2021;M13;57;180;Поступление;400
1550;07.06.2021;M13;57;24;Продажа;400
1551;07.06.2021;M13;58;180;Поступление;470
1552;07.06.2021;M13;58;31;Продажа;470
1553;07.06.2021;M13;59;170;Поступление;500
1554;07.06.2021;M13;59;32;Продажа;500
1555;07.06.2021;M13;60;180;Поступление;400
1556;07.06.2021;M13;60;43;Продажа;400
1557;07.06.2021;M13;61;180;Поступление;220
1558;07.06.2021;M13;61;31;Продажа;220
1559;07.06.2021;M13;62;180;Поступление;170
1560;07.06.2021;M13;62;22;Продажа;170
1561;07.06.2021;M13;63;180;Поступление;150
1562;07.06.2021;M13;63;37;Продажа;150
1563;07.06.2021;M13;64;170;Поступление;350
1564;07.06.2021;M13;64;26;Продажа;350
1565;07.06.2021;M14;2;180;Поступление;75
1566;07.06.2021;M14;2;26;Продажа;75
1567;07.06.2021;M14;11;180;Поступление;190
1568;07.06.2021;M14;11;14;Продажа;190
1569;07.06.2021;M14;12;170;Поступление;85
1570;07.06.2021;M14;12;21;Продажа;85
1571;07.06.2021;M14;31;180;Поступление;240
1572;07.06.2021;M14;31;4;Продажа;240
1573;07.06.2021;M14;32;180;Поступление;350
1574;07.06.2021;M14;32;3;Продажа;350
1575;07.06.2021;M14;36;180;Поступление;120
1576;07.06.2021;M14;36;11;Продажа;120
1577;07.06.2021;M14;49;180;Поступление;200
1578;07.06.2021;M14;49;37;Продажа;200
1579;07.06.2021;M14;50;170;Поступление;195
1580;07.06.2021;M14;50;35;Продажа;195
1581;07.06.2021;M14;51;180;Поступление;350
1582;07.06.2021;M14;51;28;Продажа;350
1583;07.06.2021;M14;52;180;Поступление;180
1584;07.06.2021;M14;52;58;Продажа;180
1585;07.06.2021;M14;53;170;Поступление;190
1586;07.06.2021;M14;53;59;Продажа;190
1587;07.06.2021;M14;54;180;Поступление;230
1588;07.06.2021;M14;54;24;Продажа;230
1589;07.06.2021;M14;55;180;Поступление;160
1590;07.06.2021;M14;55;65;Продажа;160
1591;07.06.2021;M14;56;180;Поступление;180
1592;07.06.2021;M14;56;37;Продажа;180
1593;07.06.2021;M14;57;180;Поступление;400
1594;07.06.2021;M14;57;28;Продажа;400
1595;07.06.2021;M14;58;170;Поступление;470
1596;07.06.2021;M14;58;19;Продажа;470
1597;07.06.2021;M14;59;180;Поступление;500
1598;07.06.2021;M14;59;18;Продажа;500
1599;07.06.2021;M14;60;180;Поступление;400
1600;07.06.2021;M14;60;16;Продажа;400
1601;07.06.2021;M14;61;170;Поступление;220
1602;07.06.2021;M14;61;25;Продажа;220
1603;07.06.2021;M14;62;180;Поступление;170
1604;07.06.2021;M14;62;15;Продажа;170
1605;07.06.2021;M14;63;180;Поступление;150
1606;07.06.2021;M14;63;27;Продажа;150
1607;07.06.2021;M14;64;180;Поступление;350
1608;07.06.2021;M14;64;14;Продажа;350
1609;07.06.2021;M15;2;180;Поступление;75
1610;07.06.2021;M15;2;95;Продажа;75
1611;07.06.2021;M15;11;170;Поступление;190
1612;07.06.2021;M15;11;87;Продажа;190
1613;07.06.2021;M15;12;180;Поступление;85
1614;07.06.2021;M15;12;115;Продажа;85
1615;07.06.2021;M15;31;180;Поступление;240
1616;07.06.2021;M15;31;12;Продажа;240
1617;07.06.2021;M15;32;170;Поступление;350
1618;07.06.2021;M15;32;19;Продажа;350
1619;07.06.2021;M15;36;180;Поступление;120
1620;07.06.2021;M15;36;27;Продажа;120
1621;07.06.2021;M15;49;180;Поступление;200
1622;07.06.2021;M15;49;49;Продажа;200
1623;07.06.2021;M15;50;180;Поступление;195
1624;07.06.2021;M15;50;47;Продажа;195
1625;07.06.2021;M15;51;180;Поступление;350
1626;07.06.2021;M15;51;48;Продажа;350
1627;07.06.2021;M15;52;170;Поступление;180
1628;07.06.2021;M15;52;58;Продажа;180
1629;07.06.2021;M15;53;180;Поступление;190
1630;07.06.2021;M15;53;57;Продажа;190
1631;07.06.2021;M15;54;180;Поступление;230
1632;07.06.2021;M15;54;29;Продажа;230
1633;07.06.2021;M15;55;170;Поступление;160
1634;07.06.2021;M15;55;66;Продажа;160
1635;07.06.2021;M15;56;180;Поступление;180
1636;07.06.2021;M15;56;35;Продажа;180
1637;07.06.2021;M15;57;180;Поступление;400
1638;07.06.2021;M15;57;26;Продажа;400
1639;07.06.2021;M15;58;180;Поступление;470
1640;07.06.2021;M15;58;37;Продажа;470
1641;07.06.2021;M15;59;180;Поступление;500
1642;07.06.2021;M15;59;39;Продажа;500
1643;07.06.2021;M15;60;170;Поступление;400
1644;07.06.2021;M15;60;38;Продажа;400
1645;07.06.2021;M15;61;180;Поступление;220
1646;07.06.2021;M15;61;27;Продажа;220
1647;07.06.2021;M15;62;180;Поступление;170
1648;07.06.2021;M15;62;19;Продажа;170
1649;07.06.2021;M15;63;170;Поступление;150
1650;07.06.2021;M15;63;26;Продажа;150
1651;07.06.2021;M15;64;180;Поступление;350
1652;07.06.2021;M15;64;18;Продажа;350
1653;07.06.2021;M16;2;180;Поступление;75
1654;07.06.2021;M16;2;60;Продажа;75
1655;07.06.2021;M16;11;180;Поступление;190
1656;07.06.2021;M16;11;65;Продажа;190
1657;07.06.2021;M16;12;180;Поступление;85
1658;07.06.2021;M16;12;57;Продажа;85
1659;07.06.2021;M16;31;170;Поступление;240
1660;07.06.2021;M16;31;8;Продажа;240
1661;07.06.2021;M16;32;180;Поступление;350
1662;07.06.2021;M16;32;7;Продажа;350
1663;07.06.2021;M16;36;180;Поступление;120
1664;07.06.2021;M16;36;18;Продажа;120
1665;07.06.2021;M16;49;170;Поступление;200
1666;07.06.2021;M16;49;50;Продажа;200
1667;07.06.2021;M16;50;180;Поступление;195
1668;07.06.2021;M16;50;50;Продажа;195
1669;07.06.2021;M16;51;180;Поступление;350
1670;07.06.2021;M16;51;40;Продажа;350
1671;07.06.2021;M16;52;180;Поступление;180
1672;07.06.2021;M16;52;60;Продажа;180
1673;07.06.2021;M16;53;180;Поступление;190
1674;07.06.2021;M16;53;60;Продажа;190
1675;07.06.2021;M16;54;170;Поступление;230
1676;07.06.2021;M16;54;30;Продажа;230
1677;07.06.2021;M16;55;180;Поступление;160
1678;07.06.2021;M16;55;70;Продажа;160
1679;07.06.2021;M16;56;180;Поступление;180
1680;07.06.2021;M16;56;40;Продажа;180
1681;07.06.2021;M16;57;170;Поступление;400
1682;07.06.2021;M16;57;20;Продажа;400
1683;07.06.2021;M16;58;180;Поступление;470
1684;07.06.2021;M16;58;30;Продажа;470
1685;07.06.2021;M16;59;180;Поступление;500
1686;07.06.2021;M16;59;30;Продажа;500
1687;07.06.2021;M16;60;180;Поступление;400
1688;07.06.2021;M16;60;40;Продажа;400
1689;07.06.2021;M16;61;180;Поступление;220
1690;07.06.2021;M16;61;30;Продажа;220
1691;07.06.2021;M16;62;170;Поступление;170
1692;07.06.2021;M16;62;20;Продажа;170
1693;07.06.2021;M16;63;180;Поступление;150
1694;07.06.2021;M16;63;30;Продажа;150
1695;07.06.2021;M16;64;180;Поступление;350
1696;07.06.2021;M16;64;20;Продажа;350
1697;07.06.2021;M2;2;170;Поступление;75
1698;07.06.2021;M2;2;54;Продажа;75
1699;07.06.2021;M2;11;180;Поступление;190
1700;07.06.2021;M2;11;63;Продажа;190
1701;07.06.2021;M2;12;180;Поступление;85
1702;07.06.2021;M2;12;71;Продажа;85
1703;07.06.2021;M2;31;180;Поступление;240
1704;07.06.2021;M2;31;11;Продажа;240
1705;07.06.2021;M2;32;180;Поступление;350
1706;07.06.2021;M2;32;9;Продажа;350
1707;07.06.2021;M2;36;170;Поступление;120
1708;07.06.2021;M2;36;16;Продажа;120
1709;07.06.2021;M2;49;180;Поступление;200
1710;07.06.2021;M2;49;48;Продажа;200
1711;07.06.2021;M2;50;180;Поступление;195
1712;07.06.2021;M2;50;47;Продажа;195
1713;07.06.2021;M2;51;170;Поступление;350
1714;07.06.2021;M2;51;39;Продажа;350
1715;07.06.2021;M2;52;180;Поступление;180
1716;07.06.2021;M2;52;57;Продажа;180
1717;07.06.2021;M2;53;180;Поступление;190
1718;07.06.2021;M2;53;55;Продажа;190
1719;07.06.2021;M2;54;180;Поступление;230
1720;07.06.2021;M2;54;28;Продажа;230
1721;07.06.2021;M2;55;180;Поступление;160
1722;07.06.2021;M2;55;64;Продажа;160
1723;07.06.2021;M2;56;170;Поступление;180
1724;07.06.2021;M2;56;37;Продажа;180
1725;07.06.2021;M2;57;180;Поступление;400
1726;07.06.2021;M2;57;18;Продажа;400
1727;07.06.2021;M2;58;180;Поступление;470
1728;07.06.2021;M2;58;29;Продажа;470
1729;07.06.2021;M2;59;170;Поступление;500
1730;07.06.2021;M2;59;27;Продажа;500
1731;07.06.2021;M2;60;180;Поступление;400
1732;07.06.2021;M2;60;35;Продажа;400
1733;07.06.2021;M2;61;180;Поступление;220
1734;07.06.2021;M2;61;29;Продажа;220
1735;07.06.2021;M2;62;180;Поступление;170
1736;07.06.2021;M2;62;18;Продажа;170
1737;07.06.2021;M2;63;180;Поступление;150
1738;07.06.2021;M2;63;23;Продажа;150
1739;07.06.2021;M2;64;170;Поступление;350
1740;07.06.2021;M2;64;25;Продажа;350
1741;07.06.2021;M3;2;180;Поступление;75
1742;07.06.2021;M3;2;27;Продажа;75
1743;07.06.2021;M3;11;180;Поступление;190
1744;07.06.2021;M3;11;10;Продажа;190
1745;07.06.2021;M3;12;170;Поступление;85
1746;07.06.2021;M3;12;25;Продажа;85
1747;07.06.2021;M3;31;180;Поступление;240
1748;07.06.2021;M3;31;5;Продажа;240
1749;07.06.2021;M3;32;180;Поступление;350
1750;07.06.2021;M3;32;4;Продажа;350
1751;07.06.2021;M3;36;180;Поступление;120
1752;07.06.2021;M3;36;12;Продажа;120
1753;07.06.2021;M3;49;180;Поступление;200
1754;07.06.2021;M3;49;42;Продажа;200
1755;07.06.2021;M3;50;170;Поступление;195
1756;07.06.2021;M3;50;41;Продажа;195
1757;07.06.2021;M3;51;180;Поступление;350
1758;07.06.2021;M3;51;34;Продажа;350
1759;07.06.2021;M3;52;180;Поступление;180
1760;07.06.2021;M3;52;63;Продажа;180
1761;07.06.2021;M3;53;170;Поступление;190
1762;07.06.2021;M3;53;62;Продажа;190
1763;07.06.2021;M3;54;180;Поступление;230
1764;07.06.2021;M3;54;31;Продажа;230
1765;07.06.2021;M3;55;180;Поступление;160
1766;07.06.2021;M3;55;74;Продажа;160
1767;07.06.2021;M3;56;180;Поступление;180
1768;07.06.2021;M3;56;45;Продажа;180
1769;07.06.2021;M3;57;180;Поступление;400
1770;07.06.2021;M3;57;35;Продажа;400
1771;07.06.2021;M3;58;170;Поступление;470
1772;07.06.2021;M3;58;26;Продажа;470
1773;07.06.2021;M3;59;180;Поступление;500
1774;07.06.2021;M3;59;21;Продажа;500
1775;07.06.2021;M3;60;180;Поступление;400
1776;07.06.2021;M3;60;25;Продажа;400
1777;07.06.2021;M3;61;170;Поступление;220
1778;07.06.2021;M3;61;33;Продажа;220
1779;07.06.2021;M3;62;180;Поступление;170
1780;07.06.2021;M3;62;25;Продажа;170
1781;07.06.2021;M3;63;180;Поступление;150
1782;07.06.2021;M3;63;33;Продажа;150
